=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.29 13:07:22 =~=~=~=~=~=~=~=~=~=~=~=
40,1.638317292,1.638150
28719096,1.638150
28719876,1.638150
28720656,1.63714952,1.638150
28715732,1.638150
28716512,1.638150
28717292,1.638150
28719096,1.638150
28719876,1.638150
28720656,1.63714952,1.638150
28715732,1.638150
28716512,1.638150
28717292,1.638150
28719096,1.638150
28719876,1.638150
28720656,1.6340,1.638150
796,1.638150
1604,1.638150
2456,1.638150
3312,1.638150
4164,1.638150
5236,1.638150
6544,1.638150
7852,1.638150
9160,1.638150
9444,1.638150
10756,1.638150
12184,1.638150
12592,1.638150
14024,1.638150
14432,1.638150
15860,1.638150
17292,1.638150
17700,1.638150
19132,1.638150
19540,1.638150
20972,1.638150
22400,1.638150
22808,1.638150
24236,1.638150
24644,1.638150
26076,1.638150
27508,1.638150
27916,1.638150
29348,1.638150
29756,1.638150
31184,1.638150
32616,1.638150
33024,1.638150
34456,1.638150
34864,1.638150
36296,1.638150
37724,1.638150
38132,1.638150
39564,1.638150
39972,1.638150
41404,1.638150
42836,1.638150
43244,1.638150
44676,1.638150
45084,1.638150
46516,1.638150
47944,1.638150
48352,1.638150
49784,1.638150
50192,1.638150
51624,1.638150
53056,1.638150
53464,1.638150
54892,1.638150
56332,1.638150
57764,1.638150
59192,1.638150
59604,1.638150
61036,1.638150
62472,1.638150
63904,1.638150
65340,1.638150
65744,1.638150
67176,1.638150
68608,1.638150
69016,1.638150
70448,1.638150
70856,1.638150
72288,1.638150
73720,1.638150
74128,1.638150
75560,1.638150
75968,1.638150
77400,1.638150
78832,1.638150
79240,1.638150
80676,1.638150
81080,1.638150
82512,1.638150
83944,1.638150
84352,1.638150
85784,1.638150
86192,1.638150
87624,1.638150
89056,1.638150
89464,1.638150
90896,1.638150
91304,1.638150
92736,1.638150
94168,1.638150
94576,1.638150
96008,1.638150
96416,1.638150
97848,1.638150
99280,1.638150
99688,1.638150
101120,1.638150
101648,1.638150
103204,1.638150
103732,1.638150
105288,1.638150
105816,1.638150
107368,1.638150
107900,1.638150
109456,1.638150
109984,1.638150
111540,1.638150
112072,1.638150
113628,1.638150
114156,1.638150
115712,1.638150
116240,1.638150
116772,1.638150
118328,1.638150
118860,1.638150
120412,1.638150
120944,1.638150
122500,1.638150
123028,1.638150
124584,1.638150
125116,1.638150
126668,1.638150
127200,1.638150
128756,1.638150
129284,1.638150
130840,1.638150
131368,1.638150
132924,1.638150
133452,1.638150
135008,1.638150
135536,1.638150
137092,1.638150
137624,1.638150
139176,1.638150
139708,1.638150
141264,1.638150
141792,1.638150
143348,1.638150
143880,1.638150
144412,1.638150
145964,1.638150
146496,1.638150
148048,1.638150
148580,1.638150
150132,1.638150
150664,1.638150
152220,1.638150
152752,1.638150
154308,1.638150
154836,1.638150
156392,1.638150
156924,1.638150
158480,1.638150
159008,1.638150
160564,1.638150
161096,1.638150
162648,1.638150
163180,1.638150
164736,1.638150
165264,1.638150
166820,1.638150
167348,1.638150
168904,1.638150
169432,1.638150
170988,1.638150
171520,1.638150
172048,1.638150
173604,1.638150
174132,1.638150
175688,1.638150
176220,1.638150
177772,1.638150
178304,1.638150
179860,1.638150
180388,1.638150
181944,1.638150
182476,1.638150
184028,1.638150
184560,1.638150
186112,1.638150
186644,1.638150
188196,1.638150
188728,1.638150
190284,1.638150
190816,1.638150
192368,1.638150
192900,1.638150
194456,1.638150
194984,1.638150
196540,1.638150
197072,1.638150
198624,1.638150
199156,1.638150
200720,1.638150
202272,1.638150
202804,1.638150
204360,1.638150
204892,1.638150
206444,1.638150
206972,1.638150
208528,1.638150
209056,1.638150
210612,1.638150
211140,1.638150
212696,1.638150
213228,1.638150
214780,1.638150
215312,1.638150
216868,1.638150
217396,1.638150
218952,1.638150
219484,1.638150
221040,1.638150
221568,1.638150
223124,1.638150
223656,1.638150
225212,1.638150
225744,1.638150
227296,1.638150
227828,1.638150
229388,1.638150
230944,1.638150
231476,1.638150
233028,1.638150
233560,1.638150
235116,1.638150
235648,1.638150
237204,1.638150
237732,1.638150
239288,1.638150
239820,1.638150
241376,1.638150
241908,1.638150
243464,1.638150
243996,1.638150
245552,1.638150
246084,1.638150
247636,1.638150
248168,1.638150
249720,1.638150
250252,1.638150
251808,1.638150
252340,1.638150
253892,1.638150
254424,1.638150
255980,1.638150
256512,1.638150
257044,1.638150
258596,1.638150
259128,1.638150
260680,1.638150
261212,1.638150
262764,1.638150
263296,1.638150
264848,1.638150
265380,1.638150
266936,1.638150
267464,1.638150
269020,1.638150
269552,1.638150
271104,1.638150
271636,1.638150
273192,1.638150
273724,1.638150
275280,1.638150
275808,1.638150
277364,1.638150
277896,1.638150
279448,1.638150
279980,1.638150
281536,1.638150
282072,1.638150
283624,1.638150
284156,1.638150
284688,1.638150
286244,1.638150
286772,1.638150
288328,1.638150
288860,1.638150
290412,1.638150
290944,1.638150
292500,1.638150
293028,1.638150
294584,1.638150
295116,1.638150
296672,1.638150
297200,1.638150
298756,1.638150
299288,1.638150
300844,1.638150
301376,1.638150
302932,1.638150
303460,1.638150
305016,1.638150
305548,1.638150
307104,1.638150
307640,1.638150
309192,1.638150
309724,1.638150
311280,1.638150
311812,1.638150
312344,1.638150
313900,1.638150
314432,1.638150
315984,1.638150
316520,1.638150
318072,1.638150
318608,1.638150
320164,1.638150
320692,1.638150
322248,1.638150
322776,1.638150
324332,1.638150
324864,1.638150
326416,1.638150
326948,1.638150
328504,1.638150
329032,1.638150
330588,1.638150
331116,1.638150
332672,1.638150
333204,1.638150
334760,1.638150
335288,1.638150
336844,1.638150
337372,1.638150
338928,1.638150
339460,1.638150
339988,1.638150
341544,1.638150
342076,1.638150
343632,1.638150
344164,1.638150
345716,1.638150
346248,1.638150
347804,1.638150
348336,1.638150
349888,1.638150
350420,1.638150
351976,1.638150
352508,1.638150
354064,1.638150
354596,1.638150
356148,1.638150
356680,1.638150
358236,1.638150
358768,1.638150
360324,1.638150
360852,1.638150
362408,1.638150
362940,1.638150
364492,1.638150
365024,1.638150
366580,1.638150
367112,1.638150
367644,1.638150
369200,1.638150
369728,1.638150
371284,1.638150
371812,1.638150
373368,1.638150
373900,1.638150
375456,1.638150
375988,1.638150
377544,1.638150
378076,1.638150
379632,1.638150
380164,1.638150
381716,1.638150
382248,1.638150
383804,1.638150
384340,1.638150
385892,1.638150
386424,1.638150
387980,1.638150
388508,1.638150
390064,1.638150
390596,1.638150
392152,1.638150
392684,1.638150
394236,1.638150
394772,1.638150
395304,1.638150
396856,1.638150
397388,1.638150
398944,1.638150
399476,1.638150
401032,1.638150
401564,1.638150
403120,1.638150
403652,1.638150
405208,1.638150
405736,1.638150
407292,1.638150
407824,1.638150
409384,1.638150
409916,1.638150
411468,1.638150
412000,1.638150
413552,1.638150
414084,1.638150
415636,1.638150
416168,1.638150
417724,1.638150
418252,1.638150
419808,1.638150
420336,1.638150
421900,1.638150
423452,1.638150
423984,1.638150
425540,1.638150
426072,1.638150
427628,1.638150
428156,1.638150
429712,1.638150
430244,1.638150
431800,1.638150
432328,1.638150
433884,1.638150
434416,1.638150
435972,1.638150
436500,1.638150
438056,1.638150
438588,1.638150
440144,1.638150
440676,1.638150
442228,1.638150
442760,1.638150
444316,1.638150
444848,1.638150
446404,1.638150
446932,1.638150
448488,1.638150
449020,1.638150
449552,1.638150
451108,1.638150
451636,1.638150
453192,1.638150
453724,1.638150
455280,1.638150
455808,1.638150
457368,1.638150
457896,1.638150
459452,1.638150
459984,1.638150
461540,1.638150
462072,1.638150
463628,1.638150
464160,1.638150
